name,address,city,stars,review_count,tags
Big Apple Bagels,"23908 State Road 54, Unit 1",Lutz,4.0,105,bagel food sandwich breakfast & brunch restaurants coffee & tea bagel food sandwich breakfast & brunch restaurants coffee & tea businessparking_lot cheap budget inexpensive affordable businessacceptscreditcards bikeparking wifi_free ambience_casual goodforkids outdoorseating goodformeal_lunch goodformeal_brunch goodformeal_breakfast restaurantstakeout hastv noiselevel_average restaurantsattire_casual restaurantsdelivery restaurantsgoodforgroups
Los Amigos Restaurant,17 7th Ave NE,Ruskin,4.5,283,mexican restaurants mexican restaurants goodforkids restaurantsgoodforgroups businessacceptscreditcards businessparking_lot cheap budget inexpensive affordable bikeparking restaurantsreservations hastv noiselevel_average restaurantstakeout caters ambience_casual goodformeal_lunch goodformeal_dinner goodformeal_breakfast wheelchairaccessible restaurantsattire_casual restaurantstableservice alcohol_beer_and_wine
Tates Pizza,3342 S W Shore Blvd,Tampa,3.0,97,sports bar lounges nightlife pizza italian beer wine & spirits bar food cocktail bar restaurants sports bar lounges nightlife pizza italian beer wine & spirits bar food cocktail bar restaurants wifi_free hastv outdoorseating restaurantsdelivery bikeparking restaurantsgoodforgroups goodforkids businessparking_lot caters restaurantsreservations restaurantsattire_casual moderate casual noiselevel_average alcohol_full_bar restaurantstableservice dogsallowed happyhour businessacceptscreditcards goodformeal_dinner restaurantstakeout corkage ambience_casual wheelchairaccessible bestnights_friday bestnights_saturday smoking_outdoor byob
A B C Pizza House,114 N Alexander St,Plant City,3.5,29,restaurants pizza restaurants pizza restaurantsgoodforgroups goodforkids restaurantstakeout businessacceptscreditcards cheap budget inexpensive affordable noiselevel_average restaurantsreservations goodformeal_lunch hastv restaurantsattire_casual bikeparking
Red Robin Gourmet Burgers and Brews,450 Brandon Town Center Mall,Brandon,3.0,208,american (traditional) comfort food desserts food restaurants salad burger american (traditional) comfort food desserts food restaurants salad burger alcohol_full_bar businessacceptscreditcards moderate casual restaurantstakeout restaurantsattire_casual goodforkids outdoorseating happyhour hastv restaurantsgoodforgroups ambience_casual noiselevel_average bikeparking restaurantstableservice restaurantsdelivery goodformeal_lunch goodformeal_dinner
Crepes Your Way,2223 N West Shore Blvd,Tampa,4.5,8,food restaurants cafes creperies coffee & tea desserts fast food food restaurants cafes creperies coffee & tea desserts fast food
Popeyes Louisiana Kitchen,3763 Sun City Center Blvd,Sun City,1.5,45,american (traditional) fast food restaurants chicken wings american (traditional) fast food restaurants chicken wings cheap budget inexpensive affordable restaurantstakeout businessacceptscreditcards restaurantsgoodforgroups caters goodforkids restaurantsattire_casual restaurantsdelivery
Wendy's,25600 Sierra Center Blvd,Lutz,1.0,17,burger fast food restaurants burger fast food restaurants restaurantsdelivery
Crab Shack,5430 Baylea Ave,New Port Richey,3.0,69,restaurants seafood american (traditional) salad burger restaurants seafood american (traditional) salad burger outdoorseating restaurantsattire_casual moderate casual restaurantsgoodforgroups bikeparking businessparking_lot wifi_free goodforkids noiselevel_average hastv alcohol_full_bar businessacceptscreditcards restaurantstakeout goodformeal_lunch goodformeal_dinner ambience_casual
Vale Food Co,501 N Franklin St,Tampa,3.5,118,acai bowls food delivery services salad poke juice bar & smoothie american (traditional) food american (new) restaurants acai bowls food delivery services salad poke juice bar & smoothie american (traditional) food american (new) restaurants bikeparking businessparking_street businessparking_lot restaurantstakeout moderate casual outdoorseating goodforkids wifi_free caters dogsallowed restaurantsdelivery wheelchairaccessible businessacceptscreditcards noiselevel_average hastv
Island Jerk Shack,1202 W Dr Martin Luther King Jr Blvd,Seffner,4.5,32,restaurants caribbean restaurants caribbean restaurantstakeout noiselevel_average restaurantsgoodforgroups restaurantsattire_casual businessacceptscreditcards goodforkids caters bikeparking moderate casual businessparking_street outdoorseating hastv
Izakaya Tori,"310 S Dale Mabry Hwy, Ste 160",Tampa,4.5,184,japanese curry japanese ramen restaurants sushi bar tapas/small plates japanese curry japanese ramen restaurants sushi bar tapas/small plates moderate casual restaurantsdelivery wifi_free wheelchairaccessible businessparking_lot happyhour restaurantstableservice businessacceptscreditcards alcohol_full_bar restaurantstakeout restaurantsreservations ambience_casual ambience_trendy ambience_intimate restaurantsattire_casual goodformeal_dinner restaurantsgoodforgroups
Chipotle Mexican Grill,1418 66th St N,Saint Petersburg,2.5,65,mexican fast food restaurants mexican fast food restaurants ambience_hipster noiselevel_average outdoorseating alcohol_beer_and_wine bikeparking caters restaurantsgoodforgroups goodforkids hastv restaurantsdelivery restaurantsattire_casual cheap budget inexpensive affordable restaurantstakeout businessacceptscreditcards
The Black Pearl,315 Main St,Dunedin,4.5,328,american (new) restaurants french american (new) restaurants french noiselevel_quiet businessparking_street alcohol_beer_and_wine restaurantsattire_dressy businessacceptscreditcards restaurantsreservations caters wifi_free ambience_romantic ambience_intimate ambience_classy restaurantsdelivery restaurantstakeout goodformeal_dinner luxury premium fine dining restaurantstableservice
Dunkin',9020 Progress Blvd,Riverview,1.5,13,coffee & tea food breakfast & brunch donut restaurants coffee & tea food breakfast & brunch donut restaurants restaurantstakeout businessacceptscreditcards cheap budget inexpensive affordable wifi_free
First Watch,2539 Countryside Blvd,Clearwater,4.0,165,cafes breakfast & brunch restaurants american (traditional) american (new) cafes breakfast & brunch restaurants american (traditional) american (new) restaurantsgoodforgroups restaurantsattire_casual businessacceptscreditcards bikeparking moderate casual businessparking_lot goodforkids goodformeal_lunch goodformeal_brunch goodformeal_breakfast hastv wifi_free ambience_casual restaurantstableservice noiselevel_loud outdoorseating
Auntie Anne's Pretzels,459 Brandon Town Ctr,Brandon,3.0,13,restaurants pretzels food fast food desserts restaurants pretzels food fast food desserts businessacceptscreditcards cheap budget inexpensive affordable bikeparking restaurantsdelivery restaurantstakeout
Nicola's Donut Shop,902 W Busch Blvd,Tampa,4.5,143,restaurants food donut restaurants food donut businessacceptscreditcards cheap budget inexpensive affordable businessparking_lot caters bikeparking restaurantsdelivery restaurantstakeout
KFC,33420 US Highway 19 N,Palm Harbor,2.0,17,fast food chicken wings chicken shop restaurants fast food chicken wings chicken shop restaurants restaurantsgoodforgroups restaurantsattire_casual businessacceptscreditcards cheap budget inexpensive affordable restaurantstakeout bikeparking goodforkids hastv caters restaurantsdelivery drivethru businessparking_lot
Fried Rice King,6117 N Florida Ave,Tampa,3.5,20,restaurants chinese restaurants chinese
Taiwan Express Chinese Restaurant,11022 US Hwy 41 S,Gibsonton,4.0,33,chinese restaurants chinese restaurants goodforkids restaurantsattire_casual restaurantsreservations restaurantstakeout wifi_free businessacceptscreditcards wheelchairaccessible restaurantsgoodforgroups cheap budget inexpensive affordable businessparking_lot hastv ambience_divey ambience_casual restaurantsdelivery
La Trattoria Restaurant Da Gaetano,2152 Main St,Dunedin,4.0,111,pasta shops seafood mexican restaurants food specialty food italian pasta shops seafood mexican restaurants food specialty food italian goodforkids restaurantsgoodforgroups alcohol_beer_and_wine restaurantsattire_casual upscale fancy businessacceptscreditcards bikeparking restaurantstakeout businessparking_lot restaurantsreservations noiselevel_average goodformeal_dinner ambience_casual
Pholicious,459 Brandon Town Center Dr,Brandon,2.5,41,restaurants vietnamese restaurants vietnamese wifi_free businessacceptscreditcards cheap budget inexpensive affordable restaurantsattire_casual ambience_casual noiselevel_average goodforkids restaurantstakeout restaurantstableservice goodformeal_lunch goodformeal_dinner restaurantsdelivery hastv
Buffalo Wild Wings,2938 Tyrone Blvd N,Saint Petersburg,2.5,86,chicken wings nightlife sports bar american (traditional) bar restaurants chicken wings nightlife sports bar american (traditional) bar restaurants outdoorseating restaurantsgoodforgroups wifi_free alcohol_full_bar restaurantstakeout happyhour moderate casual businessacceptscreditcards restaurantsattire_casual businessparking_lot hastv bikeparking noiselevel_loud goodforkids wheelchairaccessible restaurantsdelivery
Saffron Indian Cuisine,10865 Cross Creek Blvd,Tampa,4.0,331,specialty food indian vegetarian seafood restaurants burger wrap desserts buffets vegan food specialty food indian vegetarian seafood restaurants burger wrap desserts buffets vegan food ambience_casual restaurantstakeout businessparking_lot caters moderate casual restaurantsgoodforgroups noiselevel_quiet businessacceptscreditcards restaurantsattire_casual wheelchairaccessible happyhour restaurantsreservations restaurantstableservice bikeparking goodformeal_lunch goodformeal_dinner wifi_free dogsallowed restaurantsdelivery goodforkids
Elevage,1207 S Howard Ave,Tampa,4.0,344,american (new) cocktail bar salad breakfast & brunch bar nightlife restaurants hotels & travel american (new) cocktail bar salad breakfast & brunch bar nightlife restaurants hotels & travel businessacceptscreditcards restaurantsreservations alcohol_full_bar hastv noiselevel_average wheelchairaccessible restaurantsgoodforgroups restaurantstableservice bikeparking bestnights_friday bestnights_sunday bestnights_saturday upscale fancy corkage outdoorseating wifi_free ambience_trendy ambience_upscale ambience_classy restaurantstakeout businessparking_garage businessparking_valet restaurantsattire_casual goodformeal_brunch goodformeal_dinner happyhour
Salem's Fresh Eats,1605 18th Ave S,Saint Petersburg,2.5,15,greek middle eastern seafood fast food food diner ethnic food salad chicken wings sandwich restaurants mediterranean specialty food greek middle eastern seafood fast food food diner ethnic food salad chicken wings sandwich restaurants mediterranean specialty food restaurantstakeout businessacceptscreditcards wheelchairaccessible wifi_free businessparking_lot hastv drivethru cheap budget inexpensive affordable restaurantsdelivery noiselevel_average goodforkids restaurantsgoodforgroups restaurantsattire_casual
Catch Twenty Three,10103 Montague St,Tampa,4.0,407,restaurants latin american caribbean sushi bar seafood restaurants latin american caribbean sushi bar seafood businessparking_street businessparking_lot restaurantsgoodforgroups restaurantsattire_casual businessacceptscreditcards outdoorseating restaurantstakeout alcohol_full_bar moderate casual wifi_free restaurantsreservations smoking_outdoor goodforkids noiselevel_average restaurantstableservice hastv bikeparking wheelchairaccessible ambience_casual happyhour goodformeal_dinner
Dairy Rich Creamery,3109 Palm Harbor Dr,Palm Harbor,4.5,64,restaurants ice cream & frozen yogurt food burger hot dog sandwich restaurants ice cream & frozen yogurt food burger hot dog sandwich noiselevel_average bikeparking restaurantstakeout wifi_free outdoorseating restaurantsattire_casual dogsallowed cheap budget inexpensive affordable businessparking_garage businessparking_lot businessacceptscreditcards wheelchairaccessible restaurantsgoodforgroups goodforkids
Little Caesars Pizza,"3848 Sr 674, Unit 112",Sun City,2.5,18,pizza restaurants pizza restaurants restaurantstakeout hastv businessacceptscreditcards cheap budget inexpensive affordable restaurantsgoodforgroups restaurantsattire_casual outdoorseating noiselevel_average goodforkids
